Sistema, Usuario, CPU, Memoria, espacioDisco, espacioLibre, porcentajeOcupado, Usb 
Windows 11,Zeben,0.19,56.98,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.14,57.37,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.67,57.31,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.32,57.41,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.1,57.39,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.57,57.4,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.38,57.47,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.28,57.47,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.68,57.44,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.65,57.46,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.33,57.53,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.76,57.51,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.45,63.04,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.66,62.55,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.95,62.57,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.24,62.56,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.66,60.42,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.37,60.98,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.57,61.18,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.68,61.31,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.66,61.36,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.72,61.32,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.86,61.98,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.72,62.01,947.0,213.0,77.51,USBX,
Windows 11,Zeben,5.27,61.92,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.65,62.04,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.67,62.03,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.1,61.93,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.87,61.93,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.46,61.93,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.29,61.96,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.87,61.95,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,62.01,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.54,62.11,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.28,61.98,947.0,213.0,77.51,USBX,
Windows 11,Zeben,5.52,61.88,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.44,61.89,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.77,61.89,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.47,61.89,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.1,61.87,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.28,61.95,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.34,62.06,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.77,62.13,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.48,62.11,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.75,62.08,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.33,62.07,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.06,62.08,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.81,62.08,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.53,62.08,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.72,62.09,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.53,62.09,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.32,62.09,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.23,62.07,947.0,213.0,77.51,USBX,
Windows 11,Zeben,7.26,62.2,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.68,62.34,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.43,62.16,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.53,62.13,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.47,62.11,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.25,62.11,947.0,213.0,77.51,USBX,
Windows 11,Zeben,5.27,62.19,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.7,62.24,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.32,62.25,947.0,213.0,77.51,USBX,
Windows 11,Zeben,7.47,62.31,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.77,62.38,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.22,62.4,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.14,62.31,947.0,213.0,77.51,USBX,
Windows 11,Zeben,6.86,62.32,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.03,62.29,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.25,62.3,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.88,62.31,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.44,62.46,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,62.5,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.55,62.46,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.86,62.45,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.97,62.46,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.59,62.45,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.9,62.46,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.34,62.64,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.86,62.66,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.33,62.57,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.35,62.57,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.06,62.56,947.0,213.0,77.51,USBX,
Windows 11,Zeben,6.55,62.54,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.02,62.51,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.45,62.51,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.73,62.51,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.67,62.58,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.25,62.51,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.52,62.48,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.54,62.47,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.45,62.49,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.75,63.01,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.52,63.02,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,62.91,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.67,62.89,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.37,62.88,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.87,62.88,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.68,62.88,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.77,62.95,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.29,62.95,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.4,62.9,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.99,62.75,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.93,62.77,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.62,62.86,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.94,62.03,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.89,61.92,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.11,62.04,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.66,62.06,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.24,62.1,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.32,62.35,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.23,62.49,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.63,62.73,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.78,62.58,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.19,62.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.24,62.82,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.57,62.72,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.75,62.67,947.0,213.0,77.51,USBX,
Windows 11,Zeben,5.67,63.07,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.6,62.9,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.74,62.94,947.0,213.0,77.51,USBX,
Windows 11,Zeben,5.4,63.0,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.82,62.64,947.0,213.0,77.51,USBX,
Windows 11,Zeben,17.66,63.69,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.67,62.74,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.09,62.73,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.06,62.58,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.06,62.63,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.86,62.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.86,62.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.29,62.58,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.84,62.62,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.39,62.66,947.0,213.0,77.51,USBX,
Windows 11,Zeben,6.46,62.74,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.63,63.23,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.38,63.26,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.58,63.19,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.29,63.18,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.76,63.19,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.29,63.2,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,63.17,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.43,63.16,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.49,63.15,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.99,63.13,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.4,63.11,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.76,63.12,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.39,63.22,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.1,63.22,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.68,63.22,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.19,63.44,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.0,63.36,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.39,63.35,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.78,63.35,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.63,63.36,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.73,63.35,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.16,63.35,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.91,63.64,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.68,63.67,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.48,63.61,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.67,63.61,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.57,63.57,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.38,63.61,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.24,63.62,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.16,67.97,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.1,67.93,947.0,213.0,77.51,USBX,
Windows 11,Zeben,2.57,67.95,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.42,67.91,947.0,213.0,77.51,USBX,
Windows 11,Zeben,3.28,67.94,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.34,67.96,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.18,67.89,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,67.96,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.38,66.42,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.65,66.57,947.0,213.0,77.51,USBX,
Windows 11,Zeben,4.26,66.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.62,66.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.85,66.59,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.58,66.54,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.05,66.55,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.03,66.55,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.0,66.54,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.29,66.54,947.0,213.0,77.51,USBX,
Windows 11,Zeben,0.76,66.54,947.0,213.0,77.51,USBX,
Windows 11,Zeben,1.14,69.03,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.69,68.94,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.74,69.06,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.5,69.02,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.28,69.09,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.75,69.23,947.0,212.0,77.61,USBX,
Windows 11,Zeben,6.86,58.16,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.22,58.05,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.37,58.28,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.41,58.35,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.13,58.32,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.87,58.57,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.17,58.72,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.94,58.8,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.23,58.74,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.77,60.26,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.86,60.23,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.04,60.24,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.86,60.27,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.95,60.37,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.38,60.5,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.6,60.51,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.74,60.61,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.7,60.73,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.35,60.71,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.87,60.71,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.04,61.12,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.0,61.13,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.1,61.23,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.31,61.26,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.42,61.43,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.93,60.94,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.86,61.14,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.7,61.33,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.0,60.12,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.89,60.16,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.58,60.18,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.26,60.1,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.57,60.12,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.1,60.0,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.7,59.86,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.69,59.84,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.64,59.91,947.0,212.0,77.61,USBX,
Windows 11,Zeben,7.67,60.02,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.41,60.33,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.47,60.41,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.57,60.41,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.66,60.43,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.85,60.45,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.02,60.37,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.13,60.34,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.55,60.33,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.67,60.34,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.5,60.48,947.0,212.0,77.61,USBX,
Windows 11,Zeben,7.6,60.49,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.53,60.55,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.39,60.56,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.99,60.48,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.43,60.48,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.18,60.38,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.95,60.46,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.51,60.41,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.75,60.43,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.29,60.37,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.65,60.42,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.58,60.4,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.76,60.42,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.28,60.42,947.0,212.0,77.61,USBX,
Windows 11,Zeben,5.26,60.45,947.0,212.0,77.61,USBX,
Windows 11,Zeben,12.55,62.49,947.0,212.0,77.61,USBX,
Windows 11,Zeben,16.57,62.77,947.0,212.0,77.61,USBX,
Windows 11,Zeben,10.6,62.88,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.7,60.67,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.48,60.63,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.59,60.64,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.6,60.56,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.69,60.55,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.07,60.67,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.89,60.27,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.34,60.27,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.84,61.78,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.42,61.77,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.62,61.76,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.85,61.72,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.24,61.79,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.93,61.75,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.55,61.95,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.04,61.86,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.38,61.86,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.51,61.9,947.0,212.0,77.61,USBX,
Windows 11,Zeben,3.42,61.93,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.37,61.89,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.57,61.31,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.36,61.33,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.07,61.36,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.87,61.35,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.2,61.33,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.23,61.34,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.46,61.34,947.0,212.0,77.61,USBX,
Windows 11,Zeben,1.52,61.34,947.0,212.0,77.61,USBX,
Windows 11,Zeben,4.9,61.7,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.33,61.63,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.0,61.62,947.0,212.0,77.61,USBX,
Windows 11,Zeben,0.47,61.62,947.0,212.0,77.61,USBX,
Windows 11,Zeben,2.74,61.58,947.0,212.0,77.61,USBX,
